property,label,description
http://purl.obolibrary.org/obo/RO_0002600,capable of upregulating or causing pathological process,"Holds between a material entity c and a pathological process p if and only if c is capable of some activity a, where a negatively regulates p."
http://purl.obolibrary.org/obo/RO_0002606,is substance that treats,"c is a substance that treats d if c is a material entity (such as a small molecule or compound) and d is a pathological process, phenotype or disease, and c is capable of some activity that negative regulates or decreases the magnitude of d."
http://purl.obolibrary.org/obo/RO_0002607,is marker for,"c is marker for d iff the presence or occurrence of d is correlated with the presence of occurrence of c, and the observation of c is used to infer the presence or occurrence of d. Note that this does not imply that c and d are in a direct causal relationship, as it may be the case that there is a third entity e that stands in a direct causal relationship with c and d."
http://purl.obolibrary.org/obo/RO_0002608,process has causal agent,Inverse of 'causal agent in process'
http://purl.obolibrary.org/obo/RO_0002609,obsolete related via dependence to,"A relationship that holds between two entities, where the relationship holds based on the presence or absence of statistical dependence relationship. The entities may be statistical variables, or they may be other kinds of entities such as diseases, chemical entities or processes."
http://purl.obolibrary.org/obo/RO_0002610,correlated with,"A relationship that holds between two entities, where the entities exhibit a statistical dependence relationship. The entities may be statistical variables, or they may be other kinds of entities such as diseases, chemical entities or processes."
http://purl.obolibrary.org/obo/RO_0002614,is evidence with support from,A relationship between a piece of evidence and an entity that plays a role in supporting that evidence.
http://purl.obolibrary.org/obo/RO_0002615,has model,Inverse of is-model-of
http://purl.obolibrary.org/obo/RO_0002616,related via evidence or inference to,
http://purl.obolibrary.org/obo/RO_0002618,visits,
http://purl.obolibrary.org/obo/RO_0002619,visited by,
http://purl.obolibrary.org/obo/RO_0002622,visits flowers of,
http://purl.obolibrary.org/obo/RO_0002623,has flowers visited by,
http://purl.obolibrary.org/obo/RO_0002624,lays eggs in,
http://purl.obolibrary.org/obo/RO_0002625,has eggs laid in by,
http://purl.obolibrary.org/obo/RO_0002626,kills,
http://purl.obolibrary.org/obo/RO_0002627,is killed by,
http://purl.obolibrary.org/obo/RO_0002629,directly positively regulates,"p directly positively regulates q iff p is immediately causally upstream of q, and p positively regulates q."
http://purl.obolibrary.org/obo/RO_0002630,directly negatively regulates,"p directly negatively regulates q iff p is immediately causally upstream of q, and p negatively regulates q."
http://purl.obolibrary.org/obo/RO_0002632,ectoparasite of,A sub-relation of parasite-of in which the parasite lives on or in the integumental system of the host
http://purl.obolibrary.org/obo/RO_0002633,has ectoparasite,inverse of ectoparasite of
http://purl.obolibrary.org/obo/RO_0002634,endoparasite of,
http://purl.obolibrary.org/obo/RO_0002635,has endoparasite,
http://purl.obolibrary.org/obo/RO_0002636,mesoparasite of,A sub-relation of parasite-of in which the parasite is partially an endoparasite and partially an ectoparasite
http://purl.obolibrary.org/obo/RO_0002637,has mesoparasite,inverse of mesoparasite of
http://purl.obolibrary.org/obo/RO_0002638,intercellular endoparasite of,A sub-relation of endoparasite-of in which the parasite inhabits the spaces between host cells.
http://purl.obolibrary.org/obo/RO_0002639,has intercellular endoparasite,inverse of intercellular endoparasite of
http://purl.obolibrary.org/obo/RO_0002640,intracellular endoparasite of,A sub-relation of endoparasite-of in which the parasite inhabits host cells.
http://purl.obolibrary.org/obo/RO_0002641,has intracellular endoparasite,inverse of intracellular endoparasite of
http://purl.obolibrary.org/obo/RO_0002801,co-roosts with,"Two or more individuals sharing the same roost site (cave, mine, tree or tree hollow, animal burrow, leaf tent, rock crack, space in man-made structure, etc.). Individuals that are sharing a communal roost may be said to be co-roosting. The roost may be either a day roost where the individuals rest during daytime hours, or a night roost where individuals roost to feed, groom, or rest in between flights and/or foraging bouts.  Communal roosting as thus defined is an umbrella term within which different specialized types -- which are not mutually exclusive -- may be recognized based on taxonomy and the temporal and spatial relationships of the individuals that are co-roosting."
http://purl.obolibrary.org/obo/RO_0002802,reservoir host of,A relation between a host organism and a hosted organism in which the hosted organism naturally occurs in an indefinitely maintained reservoir provided by the host.
http://purl.obolibrary.org/obo/RO_0002803,has reservoir host,inverse of reservoir host of
http://purl.obolibrary.org/obo/RO_0003000,produces,"a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix."
http://purl.obolibrary.org/obo/RO_0003001,produced by,a produced_by b iff some process that occurs_in b has_output a.
http://purl.obolibrary.org/obo/RO_0003002,represses expression of,Holds between entity A (a transcription factor) and a nucleic acid B if and only if A down-regulates the expression of B. The nucleic acid can be a gene or an mRNA.
http://purl.obolibrary.org/obo/RO_0003003,increases expression of,Holds between entity A (a transcription factor) and nucleic acid B if and only if A up-regulates the expression of B. The nucleic acid can be a gene or mRNA.
http://purl.obolibrary.org/obo/RO_0003301,has role in modeling,"A relation between a biological, experimental, or computational artifact and an entity it is used to study, in virtue of its replicating or approximating features of the studied entity."
http://purl.obolibrary.org/obo/RO_0003302,causes or contributes to condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity has some causal or contributing role that influences the condition."
http://purl.obolibrary.org/obo/RO_0003303,causes condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity has some causal role for the condition."
http://purl.obolibrary.org/obo/RO_0003304,contributes to condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity has some contributing role that influences the condition."
http://purl.obolibrary.org/obo/RO_0003305,contributes to severity of condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity influences the severity with which a condition manifests in an individual."
http://purl.obolibrary.org/obo/RO_0003306,contributes to frequency of condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the entity influences the frequency of the condition in a population."
http://purl.obolibrary.org/obo/RO_0003307,ameliorates condition,"A relationship between an entity (e.g. a genotype, genetic variation, chemical, or environmental exposure) and a condition (a phenotype or disease), where the presence of the entity reduces or eliminates some or all aspects of the condition."
http://purl.obolibrary.org/obo/RO_0003308,correlated with condition,A relationship between an entity and a condition (phenotype or disease) with which it exhibits a statistical dependence relationship.
http://purl.obolibrary.org/obo/RO_0003309,exacerbates condition,"A relationship between an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) and a condition (a phenotype or disease), where the presence of the entity worsens some or all aspects of the condition."
http://purl.obolibrary.org/obo/RO_0003310,condition ameliorated by,"A relationship between a condition (a phenotype or disease) and an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) where some or all aspects of the condition are reduced or eliminated by the presence of the entity."
http://purl.obolibrary.org/obo/RO_0003311,condition exacerbated by,"A relationship between a condition (a phenotype or disease) and an entity (e.g. a chemical, environmental exposure, or some form of genetic variation) where some or all aspects of the condition are worsened by the presence of the entity."
http://purl.obolibrary.org/obo/RO_0004000,condition has genetic basis in,
http://purl.obolibrary.org/obo/RO_0004001,has material basis in gain of function germline mutation in,
http://purl.obolibrary.org/obo/RO_0004002,has material basis in loss of function germline mutation in,
http://purl.obolibrary.org/obo/RO_0004003,has material basis in germline mutation in,
http://purl.obolibrary.org/obo/RO_0004004,has material basis in somatic mutation in,
http://purl.obolibrary.org/obo/RO_0004005,has major susceptibility factor,
http://purl.obolibrary.org/obo/RO_0004006,has partial material basis in germline mutation in,
http://purl.obolibrary.org/obo/RO_0004007,has primary input or output,p 'has primary input ot output' c iff either (a) p 'has primary input' c or (b) p 'has primary output' c.
http://purl.obolibrary.org/obo/RO_0004008,has primary output,"p has primary output c if (a) p has output c and (b) the goal of process is to modify, produce, or transform c."
http://purl.obolibrary.org/obo/RO_0004009,has primary input,"p has primary input c if (a) p has input c and (b) the goal of process is to modify, consume, or transform c."
http://purl.obolibrary.org/obo/RO_0004010,is genetic basis for condition,
http://purl.obolibrary.org/obo/RO_0004011,is causal gain of function germline mutation of in,"Relates a gene to condition, such that a mutation in this gene in a germ cell provides a new function of the corresponding product and that is sufficient to produce the condition and that can be passed on to offspring[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004012,is causal loss of function germline mutation of in,"Relates a gene to condition, such that a mutation in this gene in a germ cell impairs the function of the corresponding product and that is sufficient to produce the condition and that can be passed on to offspring[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004013,is causal germline mutation in,"Relates a gene to condition, such that a mutation in this gene is sufficient to produce the condition and that can be passed on to offspring[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004014,is causal somatic mutation in,"Relates a gene to condition, such that a mutation in this gene is sufficient to produce the condition but that cannot be passed on to offspring[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004015,is causal susceptibility factor for,"Relates a gene to condition, such that a mutation in this gene predisposes to the development of a condition  and that is necessary but not sufficient to develop the condition[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004016,is causal germline mutation partially giving rise to,"Relates a gene to condition, such that a mutation in this gene partially contributes to the presentation of this condition[modified from orphanet]."
http://purl.obolibrary.org/obo/RO_0004017,realizable has basis in,
http://purl.obolibrary.org/obo/RO_0004018,is basis for realizable,
http://purl.obolibrary.org/obo/RO_0004019,disease has basis in,
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,A relation that holds between the disease and a material entity where the physical basis of the disease is a disorder of that material entity that affects its function.
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,A relation that holds between the disease and a process where the physical basis of the disease disrupts execution of a key biological process.
http://purl.obolibrary.org/obo/RO_0004022,disease has basis in feature,A relation that holds between the disease and a feature (a phenotype or other disease) where the physical basis of the disease is the feature.
http://purl.obolibrary.org/obo/RO_0004023,causal relationship with disease as subject,
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,A relationship between a disease and a process where the disease process disrupts the execution of the process.
http://purl.obolibrary.org/obo/RO_0004025,disease causes dysfunction of,
http://purl.obolibrary.org/obo/RO_0004026,disease has location,A relationship between a disease and an anatomical entity where the disease has one or more features that are located in that entity.
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,A relationship between a disease and an anatomical entity where the disease is triggered by an inflammatory response to stimuli occurring in the anatomical entity
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,A relationship between a realizable entity R (e.g. function or disposition) and a material entity M where R is realized in response to a process that has an input stimulus of M.
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,"A relationship between a disease and some feature of that disease, where the feature is either a phenotype or an isolated disease."
http://purl.obolibrary.org/obo/RO_0004030,disease arises from alteration in structure,"A relationship between a disease and an anatomical structure where the material basis of the disease is some pathological change in the structure. Anatomical structure includes cellular and sub-cellular entities, such as chromosome and organelles."
http://purl.obolibrary.org/obo/RO_0004031,enables subfunction,"Holds between an entity and an process P where the entity enables some larger compound process, and that larger process has-part P."
http://purl.obolibrary.org/obo/RO_0004032,"acts upstream of or within, positive effect",
http://purl.obolibrary.org/obo/RO_0004033,"acts upstream of or within, negative effect",
http://purl.obolibrary.org/obo/RO_0004034,"acts upstream of, positive effect","c 'acts upstream of, positive effect' p if c is enables f, and f is causally upstream of p, and the direction of f is positive"
http://purl.obolibrary.org/obo/RO_0004035,"acts upstream of, negative effect","c 'acts upstream of, negative effect' p if c is enables f, and f is causally upstream of p, and the direction of f is negative"
http://purl.obolibrary.org/obo/RO_0004046,"causally upstream of or within, negative effect",
http://purl.obolibrary.org/obo/RO_0004047,"causally upstream of or within, positive effect",
http://purl.obolibrary.org/obo/RO_0004096,DEPRECATED inheres in,
http://purl.obolibrary.org/obo/RO_0004097,DEPRECATED bearer of,
http://purl.obolibrary.org/obo/RO_0007000,has driver,"A relation between two entities, in which one of the entities is any natural or human-influenced factor that directly or indirectly causes a change in the other entity."
http://purl.obolibrary.org/obo/RO_0007001,has disease driver,"A relation between an entity and a disease of a host, in which the entity is not part of the host itself, and the condition results in pathological processes."
http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,An interaction relationship wherein a plant or algae is living on the outside surface of another plant.
http://purl.obolibrary.org/obo/RO_0008502,has epiphyte,inverse of epiphyte of
http://purl.obolibrary.org/obo/RO_0008503,kleptoparasite of,"A sub-relation of parasite of in which a parasite steals resources from another organism, usually food or nest material"
http://purl.obolibrary.org/obo/RO_0008504,kleptoparasitized by,inverse of kleptoparasite of
http://purl.obolibrary.org/obo/RO_0008505,creates habitat for,An interaction relationship wherein one organism creates a structure or environment that is lived in by another organism.
http://purl.obolibrary.org/obo/RO_0008506,ecologically co-occurs with,An interaction relationship describing organisms that often occur together at the same time and space or in the same environment.
http://purl.obolibrary.org/obo/RO_0008507,lays eggs on,An interaction relationship in which organism a lays eggs on the outside surface of organism b. Organism b is neither helped nor harmed in the process of egg laying or incubation.
http://purl.obolibrary.org/obo/RO_0008508,has eggs laid on by,inverse of lays eggs on
http://purl.obolibrary.org/obo/RO_0008509,has roost,"x 'has roost' y if and only if: x is an organism, y is a habitat, and y can support rest behaviors x."
http://purl.obolibrary.org/obo/RO_0009001,has substance added,"""has substance added"" is a relation existing between a (physical) entity and a substance in which the entity has had the substance added to it at some point in time."
http://purl.obolibrary.org/obo/RO_0009002,has substance removed,"""has substance removed"" is a relation existing between two physical entities in which the first entity has had the second entity (a substance) removed from it at some point in time."
http://purl.obolibrary.org/obo/RO_0009003,immersed in,"""immersed in"" is a relation between a (physical) entity and a fluid substance in which the entity is wholely or substantially surrounded by the substance."
http://purl.obolibrary.org/obo/RO_0009004,has consumer,'has consumer' is a relation between a material entity and an organism in which the former can normally be digested or otherwise absorbed by the latter without immediate or persistent ill effect.
http://purl.obolibrary.org/obo/RO_0009005,has primary substance added,'has primary substance added' indicates that an entity has had the given substance added to it in a proportion greater than any other added substance.
http://purl.obolibrary.org/obo/RO_0009006,assay measures characteristic,"A relation between an assay and a characteristic, in which the assay generates a data item which is a measure of a characteristic."
http://purl.obolibrary.org/obo/RO_0009007,characteristic measured by assay,Inverse of 'assay measures characteristic'
http://purl.obolibrary.org/obo/RO_0009501,realized in response to,"r 'realized in response to' s iff, r is a realizable (e.g. a plant trait such as responsivity to drought), s is an environmental stimulus (a process), and s directly causes the realization of r."
http://purl.obolibrary.org/obo/RO_0010001,generically depends on,A generically dependent continuant *b* generically depends on an independent continuant *c* at time *t* means: there inheres in *c* a specifically deendent continuant which concretizes *b* at *t*.
http://purl.obolibrary.org/obo/RO_0010002,is carrier of,*b* is carrier of *c* at time *t* if and only if *c* *g-depends on* *b* at *t*
http://purl.obolibrary.org/obo/RO_0011002,regulates activity of,"The entity A has an activity that regulates an activity of the entity B. For example, A and B are gene products where the catalytic activity of A regulates the kinase activity of B."
http://purl.obolibrary.org/obo/RO_0011003,regulates quantity of,The entity A has an activity that regulates the quantity or abundance or concentration of the entity B.
http://purl.obolibrary.org/obo/RO_0011004,indirectly regulates activity of,The entity A is not immediately upstream of the entity B but A has an activity that regulates an activity performed by B.
http://purl.obolibrary.org/obo/RO_0011007,decreases by repression quantity of,"The entity A has an activity that down-regulates by repression the quantity of B. The down-regulation is due to A having an effect on an intermediate entity (typically a DNA or mRNA element) which can produce B.

For example, protein A (transcription factor) indirectly decreases by repression the quantity of protein B (gene product) if and only if A negatively regulates the process of transcription or translation of a nucleic acid element that produces B."
http://purl.obolibrary.org/obo/RO_0011008,increases by expression quantity of,"The entity A has an activity that up-regulates by expression the quantity of B. The up-regulation is due to A having an effect on an intermediate entity (typically a DNA or mRNA element) which can produce B.

For example, protein A (transcription factor) indirectly increases by expression the quantity of protein B (gene product) if and only if A positively regulates the process of transcription or translation of a nucleic acid element that produces B."
http://purl.obolibrary.org/obo/RO_0011009,directly positively regulates quantity of,The entity A has an activity that directly positively regulates the quantity of B.
http://purl.obolibrary.org/obo/RO_0011010,directly negatively regulates quantity of,The entity A has an activity that directly negatively regulates the quantity of B.
http://purl.obolibrary.org/obo/RO_0011013,indirectly positively regulates activity of,The entity A is not immediately upstream of the entity B and has an activity that up-regulates an activity performed by B.
http://purl.obolibrary.org/obo/RO_0011014,destabilizes quantity of,An entity A directly interacts with B and A has an activity that decreases the amount of an entity B by degradating it.
http://purl.obolibrary.org/obo/RO_0011015,stabilizes quantity of,An entity A physically interacts with B and A has an activity that increases the amount of an entity B by stabilizing it.
http://purl.obolibrary.org/obo/RO_0011016,indirectly negatively regulates activity of,The entity A is not immediately upstream of the entity B and has an activity that down-regulates an activity performed by B.
http://purl.obolibrary.org/obo/RO_0011021,directly regulates quantity of,"The entity A, immediately upstream of B, has an activity that directly regulates the quantity of B."
http://purl.obolibrary.org/obo/RO_0011022,indirectly regulates quantity of,"The entity A is not immediately upstream of the entity B, but A has an activity that regulates the quantity or abundance or concentration of B."
http://purl.obolibrary.org/obo/RO_0011023,indirectly negatively regulates quantity of,"The entity A does not physically interact with the entity B, and A has an activity that down-regulates the quantity or abundance or concentration of B."
http://purl.obolibrary.org/obo/RO_0011024,indirectly positively regulates quantity of,"The entity A does not physically interact with the entity B, and A has an activity that up-regulates the quantity or abundance or concentration of B."
http://purl.obolibrary.org/obo/RO_0012000,has small molecule regulator,"a relation between a process and a continuant, in which the process is regulated by the small molecule continuant"
http://purl.obolibrary.org/obo/RO_0012001,has small molecule activator,"a relation between a process and a continuant, in which the process is activated by the small molecule continuant"
http://purl.obolibrary.org/obo/RO_0012002,has small molecule inhibitor,"a relation between a process and a continuant, in which the process is inhibited by the small molecule continuant"
http://purl.obolibrary.org/obo/RO_0012003,acts on population of,"p acts on population of c iff c' is a collection, has members of type c, and p has participant c"
http://purl.obolibrary.org/obo/RO_0012004,is small molecule regulator of,"a relation between a continuant and a process, in which the continuant is a small molecule that regulates the process"
http://purl.obolibrary.org/obo/RO_0012005,is small molecule activator of,"a relation between a continuant and a process, in which the continuant is a small molecule that activates the process"
http://purl.obolibrary.org/obo/RO_0012006,is small molecule inhibitor of,"a relation between a continuant and a process, in which the continuant is a small molecule that inhibits the process"
http://purl.obolibrary.org/obo/RO_0012007,results in adhesion of,"The relationship that links anatomical entities with a process that results in the adhesion of two or more entities via the non-covalent interaction of molecules expressed in, located in, and/or adjacent to, those entities."
http://purl.obolibrary.org/obo/RO_0012008,results in fusion of,
http://purl.obolibrary.org/obo/RO_0012009,constitutively upstream of,"p is constitutively upstream of q iff p is causally upstream of q, p is required for execution of q or a part of q, and the execution of p is approximately constant."
http://purl.obolibrary.org/obo/RO_0012010,removes input for,"p removes input for q iff p is causally upstream of q, there exists some c such that p has_input c and q has_input c, p reduces the levels of c, and c is rate limiting for execution of q."
http://purl.obolibrary.org/obo/RO_0012011,indirectly causally upstream of,p is indirectly causally upstream of q iff p is causally upstream of q and there exists some process r such that p is causally upstream of r and r is causally upstream of q.
http://purl.obolibrary.org/obo/RO_0012012,indirectly regulates,p indirectly regulates q iff p is indirectly causally upstream of q and p regulates q.
http://purl.obolibrary.org/obo/RO_0012013,positively regulates in another organism,"x 'positively regulates in other organism' y if and only if: (x is the realization of a function to increase the frequency, rate or extent of y) AND (the agents of x are produced by organism o1 and the agents of y are produced by organism o2)."
http://purl.obolibrary.org/obo/RO_0012014,negatively regulates in another organism,"x 'negatively regulates in other organism' y if and only if: (x is the realization of a function to reduce the frequency, rate or extent of y) AND (the agents of x are produced by organism o1 and the agents of y are produced by organism o2)."
http://purl.obolibrary.org/obo/RO_0013001,has synaptic IO in region,"A relationship between a neuron and a region, where the neuron has a functionally relevant number of input and/or output synapses in that region."
http://purl.obolibrary.org/obo/RO_0013002,receives synaptic input in region,"A relationship between a neuron and a region, where the neuron has a functionally relevant number of input synapses in that region."
http://purl.obolibrary.org/obo/RO_0013003,sends synaptic output to region,"A relationship between a neuron and a region, where the neuron has a functionally relevant number of output synapses in that region."
http://purl.obolibrary.org/obo/RO_0013004,has synaptic IO throughout,"A relationship between a neuron and a region, where the neuron has a functionally relevant number of input and/or output synapses distributed throughout that region (rather than confined to a subregion)."
http://purl.obolibrary.org/obo/RO_0013005,receives synaptic input throughout,"A relationship between a neuron and a region, where the neuron has a functionally relevant number of input synapses distributed throughout that region (rather than confined to a subregion)."
http://purl.obolibrary.org/obo/RO_0013006,sends synaptic output throughout,"A relationship between a neuron and a region, where the neuron has a functionally relevant number output synapses distributed throughout that region (rather than confined to a subregion)."
http://purl.obolibrary.org/obo/RO_0013007,has sensory dendrite in,Relation between a sensory neuron and some structure in which it receives sensory input via a sensory dendrite.
http://purl.obolibrary.org/obo/RO_0013008,receives synaptic input from neuron,A relationship between an anatomical structure (including cells) and a neuron that has a functionally relevant number of chemical synapses to it.
http://purl.obolibrary.org/obo/RO_0013009,sends synaptic output to cell,A relationship between a neuron and a cell that it has a functionally relevant number of chemical synapses to.
http://purl.obolibrary.org/obo/RO_0014001,disease has infectious agent,A relationship between a disease and an infectious agent where the material basis of the disease is an infection with some infectious agent.
http://purl.obolibrary.org/obo/RO_0015001,has exemplar data,A relation between a material entity and some data in which the data is taken as exemplifying the material entity.
http://purl.obolibrary.org/obo/RO_0015002,exemplar data of,
http://purl.obolibrary.org/obo/RO_0015003,subcluster of,A relation between a group and another group it is part of but does not fully constitute.
http://purl.obolibrary.org/obo/RO_0015004,has characterizing marker set,A relation that applies between a cell type and a set of markers that can be used to uniquely identify that cell type.
http://purl.obolibrary.org/obo/RO_0015006,different in magnitude relative to,"q1 different_in_magnitude_relative_to q2 if and only if magnitude(q1) NOT =~ magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale."
http://purl.obolibrary.org/obo/RO_0015007,increased in magnitude relative to,"q1 increased_in_magnitude_relative_to q2 if and only if magnitude(q1) > magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale."
http://purl.obolibrary.org/obo/RO_0015008,decreased in magnitude relative to,"q1 decreased_in_magnitude_relative_to q2 if and only if magnitude(q1) < magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale."
http://purl.obolibrary.org/obo/RO_0015009,similar in magnitude relative to,"q1 similar_in_magnitude_relative_to q2 if and only if magnitude(q1) =~ magnitude(q2). Here, magnitude(q) is a function that maps a quality to a unit-invariant scale."
http://purl.obolibrary.org/obo/RO_0015010,has relative magnitude,
http://purl.obolibrary.org/obo/RO_0015011,has cross section,"s3 has_cross_section s3 if and only if : there exists some 2d plane that intersects the bearer of s3, and the impression of s3 upon that plane has shape quality s2."
http://purl.obolibrary.org/obo/RO_0015012,reciprocal of,q1 reciprocal_of q2 if and only if : q1 and q2 are relational qualities and a phenotype e q1 e2 mutually implies a phenotype e2 q2 e.
http://purl.obolibrary.org/obo/RO_0015015,has high plasma membrane amount,A relation between a cell and molecule or complex such that every instance of the cell has a high number of instances of that molecule expressed on the cell surface.
http://purl.obolibrary.org/obo/RO_0015016,has low plasma membrane amount,A relation between a cell and molecule or complex such that every instance of the cell has a low number of instances of that molecule expressed on the cell surface.
http://purl.obolibrary.org/obo/RO_0016001,has phenotype or disease,
http://purl.obolibrary.org/obo/RO_0016002,has disease,A relationship that holds between an organism and a disease. Here a disease is construed broadly as a disposition to undergo pathological processes that exists in an organism because of one or more disorders in that organism.
http://purl.obolibrary.org/obo/RO_0016004,has exposure medium,"X has exposure medium Y if X is an exposure event (process), Y is a material entity, and the stimulus for X is transmitted or carried in Y."
http://purl.obolibrary.org/obo/RO_0017001,device utilizes material,"X device utilizes material Y means X and Y are material entities, and X is capable of some process P that has input Y."
http://purl.obolibrary.org/obo/RO_0017003,positively correlated with,A relation between entities in which one increases or decreases as the other does the same.
http://purl.obolibrary.org/obo/RO_0017004,negatively correlated with,A relation between entities in which one increases as the other decreases.
http://purl.obolibrary.org/obo/RO_0017005,contains measured amount,A relation between a container and measurement datum that specifies the actual amount of material in the container.
http://purl.obolibrary.org/obo/RO_0017006,has maximum capacity,A relation that relates a container to a measurement datum that specifies the maximum capacity of the container. Capacity can refer to either weight or volume.
http://purl.obolibrary.org/obo/RO_0017008,owns,A primitive relation that holds between entities x and y in which y is at x's full disposal.
http://purl.obolibrary.org/obo/RO_0017009,is owned by,Inverse of the owns relation.
http://purl.obolibrary.org/obo/RO_0018001,is myristoyltransferase activity,Helper relation for OWL definition of RO:0018002 myristoylates
http://purl.obolibrary.org/obo/RO_0018002,myristoylates,"A molecularly-interacts-with relationship between two entities, where the subject catalyzes a myristoylation activity that takes the object as input"
http://purl.obolibrary.org/obo/RO_0018003,myristoylated by,inverse of myristoylates
http://purl.obolibrary.org/obo/RO_0018027,is agonist of,a relation between a ligand (material entity) and a receptor (material entity) that implies the binding of the ligand to the receptor activates some activity of the receptor
http://purl.obolibrary.org/obo/RO_0018028,is inverse agonist of,a relation between a ligand (material entity) and a receptor (material entity) that implies the binding of the ligand to the receptor inhibits some activity of the receptor to below basal level
http://purl.obolibrary.org/obo/RO_0018029,is antagonist of,a relation between a ligand (material entity) and a receptor (material entity) that implies the binding of the ligand to the receptor reduces some activity of the receptor to basal level
http://purl.obolibrary.org/obo/RO_0018030,chemical relationship,
http://purl.obolibrary.org/obo/RO_0018031,is direct conjugate base of,"A is a direct conjugate base of B if and only if A is chemical entity that is a Brønsted–Lowry Base (i.e., can receive a proton) and by receiving a particular proton transforms it into B."
http://purl.obolibrary.org/obo/RO_0018032,is direct conjugate acid of,"A is a direct conjugate acid of B if and only if A is chemical entity that is a Brønsted–Lowry Acid (i.e., can give up a proton) and by removing a particular proton transforms it into B."
http://purl.obolibrary.org/obo/RO_0018033,is deprotonated form of,"A is a deprotonated form of B if and only if A is chemical entity that is a Brønsted–Lowry Base (i.e., can receive a proton) and by adding some nonzero number of protons transforms it into B.

This is a transitive relationship and follows this design pattern: https://oborel.github.io/obo-relations/direct-and-indirect-relations."
http://purl.obolibrary.org/obo/RO_0018034,is protonated form of,"A is a protonated form of B if and only if A is chemical entity that is a Brønsted–Lowry Acid (i.e., can give up a proton) and by removing some nonzero number of protons transforms it into B.

This is a transitive relationship and follows this design pattern: https://oborel.github.io/obo-relations/direct-and-indirect-relations."
http://purl.obolibrary.org/obo/RO_0018035,is matched small molecular pair with,"A and B are a matched small molecular pair (MMP) if their chemical structures define by a single, relatively small, well-defined structural modification.

While this is normally called ""matched molecular pair"" in the cheminformatics literaturel, it is labeled as ""matched small molecular pair"" so as to reduce confusion with peptides and other macromolecules, which are also referenced as ""molecules"" in some contexts.

This relationship is symmetric, meaning if A is a MMP with B iff B is a MMP with A.

This relationship is not transitive, meaning that A is a MMP with B and B is a MMP with C, then A is not necessarily an MMP with C."
http://purl.obolibrary.org/obo/RO_0018036,is tautomer of,"Two chemicals are tautomers if they can be readily interconverted.

This commonly refers to prototropy in which a hydrogen's position is changed, such as between ketones and enols. This is also often observed in heterocyclic rings, e.g., ones containing nitrogens and/or have aryl functional groups containing heteroatoms."
http://purl.obolibrary.org/obo/RO_0018037,is substitutent group from,"Group A is a substituent group from Chemical B if A represents the functional part of A and includes information about where it is connected. A is not itself a chemical with a fully formed chemical graph, but is rather a partial graph with one or more connection points that can be used to attach to another chemical graph, typically as a functionalization."
http://purl.obolibrary.org/obo/RO_0018038,has functional parent,"Chemical A has functional parent Chemical B if there is chemical transformation through which chemical B can be produced from chemical A. 

For example, the relationship between a salt and a freebased compound is a ""has functional parent"" relationship."
http://purl.obolibrary.org/obo/RO_0018039,is enantiomer of,"Chemicals A and B are enantiomers if they share the same molecular graph except the change of the configuration of substituents around exactly one chiral center.

A chemical with no chiral centers can not have an enantiomer. A chemical with multiple chiral centers can have multiple enantiomers, but its enantiomers are not themselves enantiomers (they are diastereomers)."
http://purl.obolibrary.org/obo/RO_0018040,has parent hydride,Chemical A has parent hydride Chemical B if there exists a molecular graphical transformation where functional groups on A are replaced with hydrogens in order to yield B.
http://purl.obolibrary.org/obo/RO_0019000,regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) regulates characteristic (C) iff: P results in the existence of C OR affects the intensity or magnitude of C.
